Formula,Temperature,Heat_Capacity
Na2O1,1243.15,98.14
Na2O1,1243.15,98.142
Na2O1,1200,97.629
Na2O1,1100,96.353
Na2O1,1023.15,95.264
Na2O1,1023.15,95.265
Na2O1,1000,94.918
Na2O1,900,93.266
Na2O1,800,91.291
Na2O1,700,88.851
Na2O1,600,85.709
Na2O1,500,81.496
Na2O1,400,75.776
Na2O1,300,69.245
Na2O1,298,69.103
I4Si1,298,108.035
I4Si1,400,116.943
I4Si1,393.65,116.388
I4Si1,300,108.198
B1Li1O2,298,60.371
B1Li1O2,1900,158.636
B1Li1O2,1800,153.072
B1Li1O2,1700,147.507
B1Li1O2,1600,141.938
B1Li1O2,1500,136.369
B1Li1O2,1400,130.788
B1Li1O2,1300,125.202
B1Li1O2,1200,119.604
B1Li1O2,1117,114.943
B1Li1O2,1100,113.989
B1Li1O2,1000,108.353
B1Li1O2,900,102.675
B1Li1O2,800,96.939
B1Li1O2,700,91.098
B1Li1O2,600,85.057
B1Li1O2,500,78.605
B1Li1O2,400,71.145
B1Li1O2,300,60.618
O1Ti1,2400,84.224
O1Ti1,2300,82.467
O1Ti1,2200,80.668
O1Ti1,2100,78.91
O1Ti1,2000,77.153
O1Ti1,1900,75.396
O1Ti1,1800,73.597
O1Ti1,1700,71.839
O1Ti1,1600,70.04
O1Ti1,1500,68.241
O1Ti1,1400,66.442
O1Ti1,1300,64.643
O1Ti1,1265,63.998
O1Ti1,1200,62.802
O1Ti1,1100,60.961
O1Ti1,1000,59.078
O1Ti1,900,57.153
O1Ti1,800,55.187
O1Ti1,700,53.095
O1Ti1,600,50.836
O1Ti1,500,48.242
O1Ti1,400,44.978
O1Ti1,300,40.062
O1Ti1,298,39.957
H1Li1O1,298,49.591
H1Li1O1,1400,97.115
H1Li1O1,1300,93.705
H1Li1O1,1200,90.274
H1Li1O1,1100,86.814
H1Li1O1,1000,83.308
H1Li1O1,900,79.747
H1Li1O1,800,76.086
H1Li1O1,744.3,73.97
H1Li1O1,700,72.279
H1Li1O1,600,68.208
H1Li1O1,500,63.647
H1Li1O1,400,58.053
H1Li1O1,300,49.761
Nb1O1,2700,66.871
Nb1O1,2600,65.982
Nb1O1,2500,65.091
Nb1O1,2400,64.199
Nb1O1,2300,63.306
Nb1O1,2210,62.501
Nb1O1,2200,62.413
Nb1O1,2100,61.526
Nb1O1,2000,60.626
Nb1O1,1900,59.73
Nb1O1,1800,58.831
Nb1O1,1700,57.929
Nb1O1,1600,57.024
Nb1O1,1500,56.117
Nb1O1,1400,55.208
Nb1O1,1300,54.287
Nb1O1,1200,53.359
Nb1O1,1100,52.418
Nb1O1,1000,51.467
Nb1O1,900,50.481
Nb1O1,800,49.467
Nb1O1,700,48.369
Nb1O1,600,47.204
Nb1O1,500,45.827
Nb1O1,400,44.032
Nb1O1,300,41.187
Nb1O1,298,41.112
F2Mg1,298,61.547
F2Mg1,1900,85.178
F2Mg1,1800,84.776
F2Mg1,1700,84.358
F2Mg1,1600,83.923
F2Mg1,1536,83.635
F2Mg1,1500,83.467
F2Mg1,1400,82.977
F2Mg1,1300,82.454
F2Mg1,1200,81.877
F2Mg1,1100,81.237
F2Mg1,1000,80.496
F2Mg1,900,79.626
F2Mg1,800,78.555
F2Mg1,700,77.178
F2Mg1,600,75.32
F2Mg1,500,72.634
F2Mg1,400,68.484
F2Mg1,300,61.689
Nb1,3100,53.879
Nb1,3000,50.41
Nb1,2900,47.342
Nb1,2800,44.643
Nb1,2750,43.423
Nb1,2700,42.283
Nb1,2600,40.233
Nb1,2500,38.635
Nb1,2400,37.317
Nb1,2300,36.192
Nb1,2200,35.187
Nb1,2100,34.275
Nb1,2000,33.43
Nb1,1900,32.639
Nb1,1800,31.903
Nb1,1700,31.221
Nb1,1600,30.606
Nb1,1500,30.062
Nb1,1400,29.589
Nb1,1300,29.179
Nb1,1200,28.798
Nb1,1100,28.405
Nb1,1000,27.999
Nb1,900,27.593
Nb1,800,27.183
Nb1,600,26.347
Nb1,500,25.899
Nb1,450,25.653
Nb1,400,25.393
Nb1,350,25.088
Nb1,300,24.711
Nb1,298,24.694
O3Ti2,2900,157.151
O3Ti2,2800,156.774
O3Ti2,2700,156.398
O3Ti2,2600,155.98
O3Ti2,2500,155.603
O3Ti2,2400,155.185
O3Ti2,2300,154.766
O3Ti2,2200,154.306
O3Ti2,2115,153.953
O3Ti2,2100,153.888
O3Ti2,2000,153.427
O3Ti2,1900,152.925
O3Ti2,1800,152.465
O3Ti2,1700,151.921
O3Ti2,1600,151.377
O3Ti2,1500,150.75
O3Ti2,1400,150.08
O3Ti2,1300,149.369
O3Ti2,1200,148.532
O3Ti2,1100,147.528
O3Ti2,1000,146.356
O3Ti2,900,144.892
O3Ti2,800,142.967
O3Ti2,700,140.331
O3Ti2,600,136.44
O3Ti2,500,130.248
O3Ti2,470.01,141.716
O3Ti2,470.01,127.653
O3Ti2,400,117.529
O3Ti2,300,96.19
O3Ti2,298,95.814
Ca1,298,25.929
Ca1,1000,39.026
Ca1,900,36.819
Ca1,800,34.613
Ca1,716,32.737
Ca1,700,32.406
Ca1,600,30.382
Ca1,500,28.487
Ca1,450,27.643
Ca1,400,26.868
Ca1,350,26.32
Ca1,300,25.946
Nb1O2,2700,83.052
Nb1O2,2600,83.052
Nb1O2,2500,83.052
Nb1O2,2400,83.052
Nb1O2,2300,83.052
Nb1O2,2200,83.052
Nb1O2,2175,83.052
Nb1O2,2100,83.052
Nb1O2,2000,83.052
Nb1O2,1900,83.052
Nb1O2,1800,83.052
Nb1O2,1700,83.052
Nb1O2,1600,83.052
Nb1O2,1500,83.052
Nb1O2,1400,83.052
Nb1O2,1300,83.052
Nb1O2,1200,92.885
Nb1O2,1200,92.885
Nb1O2,1200,83.052
Nb1O2,1100,92.885
Nb1O2,1090,91.144
Nb1O2,1090,92.885
Nb1O2,1000,87.5
Nb1O2,900,83.479
Nb1O2,800,79.496
Nb1O2,700,75.555
Nb1O2,600,71.651
Nb1O2,500,67.739
Nb1O2,400,63.547
Nb1O2,300,57.605
Nb1O2,298,57.452
O3Pb1Si1,1900,137.152
O3Pb1Si1,1800,136.775
O3Pb1Si1,1700,136.189
O3Pb1Si1,1600,135.645
O3Pb1Si1,1500,135.018
O3Pb1Si1,1400,134.223
O3Pb1Si1,1300,133.428
O3Pb1Si1,1200,132.591
O3Pb1Si1,1100,131.545
O3Pb1Si1,1000,130.332
O3Pb1Si1,900,128.784
O3Pb1Si1,800,126.566
O3Pb1Si1,700,123.428
O3Pb1Si1,600,118.742
O3Pb1Si1,500,111.964
O3Pb1Si1,400,102.843
O3Pb1Si1,300,90.333
O3Pb1Si1,298,90.04
O4Pb3,1400,224.262
O4Pb3,1300,220.078
O4Pb3,1200,215.894
O4Pb3,1100,211.71
O4Pb3,1000,207.526
O4Pb3,900,203.342
O4Pb3,800,199.158
O4Pb3,700,194.974
O4Pb3,600,190.79
O4Pb3,500,184.096
O4Pb3,400,173.05
O4Pb3,300,155.344
O4Pb3,298,154.934
O3W1,2900,128.867
O3W1,2800,127.194
O3W1,2700,125.52
O3W1,2600,123.846
O3W1,2500,122.173
O3W1,2400,120.499
O3W1,2300,118.826
O3W1,2200,117.152
O3W1,2100,115.478
O3W1,2000,113.805
O3W1,1900,112.131
O3W1,1800,110.458
O3W1,1745,109.537
,,108.787
O3W1,1600,107.149
O3W1,1500,105.512
O3W1,1400,103.875
O3W1,1300,102.238
O3W1,1200,100.601
O3W1,1100,98.963
O3W1,1050,102.508
O3W1,1050,98.144
O3W1,1000,101.671
O3W1,900,99.923
O3W1,800,98.239
O3W1,700,96.141
O3W1,600,93.113
O3W1,500,88.641
O3W1,400,82.209
O3W1,300,73.304
O3W1,298,73.139
O7Ti4,2300,322.545
O7Ti4,2200,320.913
O7Ti4,2100,319.281
O7Ti4,2000,317.607
O7Ti4,1950,316.729
O7Ti4,1900,315.85
O7Ti4,1800,314.051
O7Ti4,1700,312.21
O7Ti4,1600,310.285
O7Ti4,1500,308.235
O7Ti4,1400,306.018
O7Ti4,1300,303.675
O7Ti4,1200,301.081
O7Ti4,1100,298.152
O7Ti4,1000,294.805
O7Ti4,900,290.83
O7Ti4,800,285.976
O7Ti4,700,279.659
O7Ti4,600,271.165
O7Ti4,500,258.864
O7Ti4,400,239.911
O7Ti4,300,209.2
O7Ti4,298,208.489
K1,298,29.497
K1,350,38.484
K1,336.35,34.567
K1,300,29.573
O4V2,2100,183.092
O4V2,2000,181.192
O4V2,1900,179.276
O4V2,1818,177.728
O4V2,1800,177.343
O4V2,1700,175.302
O4V2,1600,173.427
O4V2,1500,171.429
O4V2,1400,169.406
O4V2,1300,167.33
O4V2,1200,165.209
O4V2,1100,162.987
O4V2,1000,160.682
O4V2,900,158.157
O4V2,800,155.457
O4V2,700,152.175
O4V2,600,148.448
O4V2,500,143.269
O4V2,400,135.281
O4V2,340,123.336
O4V2,340,127.621
O4V2,300,115.787
O4V2,298,115.399
O2.90W1,2900,123.135
O2.90W1,2800,121.88
O2.90W1,2700,120.625
O2.90W1,2600,119.37
O2.90W1,2500,118.114
O2.90W1,2400,116.859
O2.90W1,2300,115.604
O2.90W1,2200,114.349
O2.90W1,2100,113.094
O2.90W1,2000,111.838
O2.90W1,1900,110.583
O2.90W1,1800,109.328
O2.90W1,1700,108.073
O2.90W1,1600,106.818
O2.90W1,1500,105.688
O2.90W1,1400,104.558
O2.90W1,1300,103.303
O2.90W1,1200,101.88
O2.90W1,1100,100.562
O2.90W1,1000,99.244
O2.90W1,900,97.655
O2.90W1,800,95.981
O2.90W1,700,93.931
O2.90W1,600,90.918
O2.90W1,500,86.609
O2.90W1,400,80.333
O2.90W1,300,71.546
O2.90W1,298,71.379
Ca1Cl2,298,72.856
Ca1Cl2,1900,112.131
Ca1Cl2,1800,109.202
Ca1Cl2,1700,106.274
Ca1Cl2,1600,103.345
Ca1Cl2,1500,100.416
Ca1Cl2,1400,97.487
Ca1Cl2,1300,94.558
Ca1Cl2,1200,91.63
Ca1Cl2,1100,88.701
Ca1Cl2,1045,87.09
Ca1Cl2,1000,85.772
Ca1Cl2,900,83.094
Ca1Cl2,800,80.919
Ca1Cl2,700,79.37
Ca1Cl2,600,78.199
Ca1Cl2,500,77.153
Ca1Cl2,400,75.647
Ca1Cl2,300,72.927
Pb1,1400,37.183
Pb1,1300,36.208
Pb1,1200,35.238
Pb1,1100,34.263
Pb1,1000,33.288
Pb1,900,32.313
Pb1,800,31.342
Pb1,700,30.367
Pb1,600.6,29.414
Pb1,600,29.404
Pb1,500,28.549
Pb1,450,28.139
Pb1,400,27.723
Pb1,350,27.288
Pb1,300,26.853
Pb1,298,26.836
Na2O5Si2,1900,292.88
Na2O5Si2,1800,292.88
Na2O5Si2,1700,292.88
Na2O5Si2,1600,292.88
Na2O5Si2,1500,292.88
Na2O5Si2,1400,292.88
Na2O5Si2,1300,292.88
Na2O5Si2,1200,292.88
Na2O5Si2,1147,292.88
Na2O5Si2,1100,292.88
Na2O5Si2,1000,292.88
Na2O5Si2,980,243.275
Na2O5Si2,980,292.88
Na2O5Si2,951,242.313
Na2O5Si2,951,242.316
Na2O5Si2,900,240.325
Na2O5Si2,800,235.162
Na2O5Si2,700,227.84
Na2O5Si2,600,217.576
Na2O5Si2,500,203.246
Na2O5Si2,400,183.401
Na2O5Si2,300,157.494
Na2O5Si2,298,156.984
O5Ti3,1400,224.262
O5Ti3,1300,222.589
O5Ti3,1200,220.497
O5Ti3,1100,218.405
O5Ti3,1000,215.894
O5Ti3,900,213.384
O5Ti3,800,210.037
O5Ti3,700,206.062
O5Ti3,600,200.832
O5Ti3,500,194.138
O5Ti3,450,189.954
O5Ti3,400,182.841
O5Ti3,300,155.477
O5Ti3,298,154.808
O5V2,1400,195.393
O5V2,1300,192.464
O5V2,1200,189.535
O5V2,1100,186.606
O5V2,1000,183.678
O5V2,943,182.004
O5V2,900,180.749
O5V2,800,177.251
O5V2,700,173.234
O5V2,600,168.314
O5V2,500,161.753
O5V2,400,150.95
O5V2,300,131.027
O5V2,298,130.599
Mg3N2,298,104.516
Mg3N2,2400,123.595
Mg3N2,2300,123.595
Mg3N2,2200,123.595
Mg3N2,2100,123.595
Mg3N2,2000,123.595
Mg3N2,1900,123.595
Mg3N2,1800,123.595
Mg3N2,1700,123.595
Mg3N2,1600,123.595
Mg3N2,1500,123.595
Mg3N2,1400,123.595
Mg3N2,1300,123.595
Mg3N2,1200,123.595
Mg3N2,1100,123.595
Mg3N2,1061,123.846
Mg3N2,1061,123.595
Mg3N2,1000,123.846
Mg3N2,900,123.846
Mg3N2,823,120.574
Mg3N2,823,123.846
Mg3N2,800,119.872
Mg3N2,700,116.817
Mg3N2,600,113.763
Mg3N2,500,110.709
Mg3N2,400,107.654
Mg3N2,300,104.6
Mg2O4Si1,298,118.688
Mg2O4Si1,2900,216.315
Mg2O4Si1,2800,214.49
Mg2O4Si1,2700,212.648
Mg2O4Si1,2600,210.79
Mg2O4Si1,2500,208.915
Mg2O4Si1,2400,207.02
Mg2O4Si1,2300,205.1
Mg2O4Si1,2200,203.154
Mg2O4Si1,2171,202.673
Mg2O4Si1,2100,201.175
Mg2O4Si1,2000,199.163
Mg2O4Si1,1900,197.108
Mg2O4Si1,1800,195.008
Mg2O4Si1,1700,192.845
Mg2O4Si1,1600,190.619
Mg2O4Si1,1500,188.309
Mg2O4Si1,1400,185.895
Mg2O4Si1,1300,183.36
Mg2O4Si1,1200,180.665
Mg2O4Si1,1100,177.77
Mg2O4Si1,1000,174.607
Mg2O4Si1,900,171.088
Mg2O4Si1,800,167.063
Mg2O4Si1,700,162.31
Mg2O4Si1,600,156.431
Mg2O4Si1,500,148.695
Mg2O4Si1,400,137.557
Mg2O4Si1,300,119.148
Mo1O2.875,298,72.508
Mo1O2.875,1400,124.166
Mo1O2.875,1300,119.366
Mo1O2.875,1200,114.658
Mo1O2.875,1100,110.062
Mo1O2.875,1000,105.589
Mo1O2.875,900,101.256
Mo1O2.875,800,97.088
Mo1O2.875,700,93.079
Mo1O2.875,600,89.201
Mo1O2.875,500,85.274
Mo1O2.875,400,80.651
Mo1O2.875,300,72.73
Br1K1,298,52.379
Br1K1,1400,81.797
Br1K1,1300,79.622
Br1K1,1200,76.86
Br1K1,1100,73.053
Br1K1,1007,68.367
Br1K1,1000,68.011
Br1K1,900,63.687
Br1K1,800,60.417
Br1K1,700,58.084
Br1K1,600,56.358
Br1K1,500,55.25
Br1K1,400,53.806
Br1K1,300,52.3
Br2Mo1,298,79.684
Br2Mo1,1700,94.349
Br2Mo1,1600,93.303
Br2Mo1,1500,92.257
Br2Mo1,1400,91.211
Br2Mo1,1300,90.165
Br2Mo1,1200,89.119
Br2Mo1,1100,88.073
Br2Mo1,1000,87.027
Br2Mo1,900,85.981
Br2Mo1,800,84.935
Br2Mo1,700,83.889
Br2Mo1,600,82.843
Br2Mo1,500,81.797
Br2Mo1,400,80.751
Br2Mo1,300,79.705
Cl1H4N1,298,86.441
Cl1H4N1,1400,171
Cl1H4N1,1300,163.176
Cl1H4N1,1200,159.829
Cl1H4N1,1100,152.716
Cl1H4N1,1000,144.557
Cl1H4N1,900,134.976
Cl1H4N1,800,123.888
Cl1H4N1,700,112.801
Cl1H4N1,600,101.671
Cl1H4N1,500,90.5
Cl1H4N1,457.7,109.956
Cl1H4N1,457.7,85.898
Cl1H4N1,400,102.968
Cl1H4N1,300,86.944
Cu1,298,24.442
Cu1,1900,45.095
Cu1,1800,42.928
Cu1,1700,40.76
Cu1,1600,38.593
Cu1,1500,36.425
Cu1,1400,34.258
Cu1,1358,33.353
Cu1,1300,32.143
Cu1,1200,30.519
Cu1,1100,29.479
Cu1,1000,28.662
Cu1,900,28.049
Cu1,800,27.494
Cu1,700,26.996
Cu1,600,26.481
Cu1,500,25.912
Cu1,450,25.686
Cu1,400,25.318
Cu1,350,24.975
Cu1,300,24.462
F1Li1,298,41.815
F1Li1,2400,76.872
F1Li1,2300,76.248
F1Li1,2200,75.53
F1Li1,2100,74.72
F1Li1,2000,73.817
F1Li1,1900,72.821
F1Li1,1800,71.731
F1Li1,0,70.549
F1Li1,1600,69.274
F1Li1,1500,67.906
F1Li1,1400,66.445
F1Li1,1300,64.892
F1Li1,1200,63.245
F1Li1,1121.3,61.883
F1Li1,1100,61.505
F1Li1,1000,59.58
F1Li1,900,57.697
F1Li1,800,55.731
F1Li1,700,53.723
F1Li1,600,51.589
F1Li1,500,49.329
F1Li1,400,46.543
F1Li1,300,41.936
Fe1S2,298,62.39
Fe1S2,1300,88.91
Fe1S2,1200,86.86
Fe1S2,1100,84.81
Fe1S2,1000,82.764
Fe1S2,900,80.718
Fe1S2,800,78.668
Fe1S2,700,76.959
Fe1S2,600,74.568
Fe1S2,500,72.447
Fe1S2,400,69.169
Fe1S2,300,62.554
H2O2Sr1,298,74.894
H2O2Sr1,,
H2O2Sr1,800,141.628
H2O2Sr1,783.15,139.37
H2O2Sr1,700,128.323
H2O2Sr1,600,115.018
H2O2Sr1,500,101.755
H2O2Sr1,400,88.45
H2O2Sr1,300,75.145
I1K1,298,52.777
I1K1,1900,75.317
I1K1,1800,75.291
I1K1,1700,75.234
I1K1,1600,75.145
I1K1,1500,74.927
I1K1,1400,74.601
I1K1,1300,74.09
I1K1,1200,73.136
I1K1,1100,71.546
I1K1,1000,69.036
I1K1,954,67.594
I1K1,900,65.793
I1K1,800,62.639
I1K1,700,59.777
I1K1,600,57.3
I1K1,500,55.363
I1K1,400,53.932
I1K1,300,52.806
I1Na1,298,52.225
I1Na1,1900,70.127
I1Na1,1800,69.116
I1Na1,1700,68.095
I1Na1,1600,67.064
I1Na1,1500,66.024
I1Na1,1400,64.974
I1Na1,1300,63.914
I1Na1,1200,62.844
I1Na1,1100,61.764
I1Na1,1000,60.675
I1Na1,933,59.939
I1Na1,900,59.58
I1Na1,800,58.492
I1Na1,700,57.363
I1Na1,600,56.233
I1Na1,500,55.02
I1Na1,400,53.806
I1Na1,300,52.258
K2O3Si1,298,118.407
K2O3Si1,2100,204.179
K2O3Si1,2000,202.087
K2O3Si1,1900,199.995
K2O3Si1,1800,197.903
K2O3Si1,1700,195.811
K2O3Si1,1600,193.719
K2O3Si1,1500,191.627
K2O3Si1,1400,189.535
K2O3Si1,1300,187.443
K2O3Si1,1249,186.376
K2O3Si1,1200,185.351
K2O3Si1,1100,182.004
K2O3Si1,1000,179.075
K2O3Si1,900,175.31
K2O3Si1,800,170.707
K2O3Si1,700,164.85
K2O3Si1,600,157.737
K2O3Si1,500,148.114
K2O3Si1,400,135.562
K2O3Si1,300,118.758
Li2O4S1,298,117.608
Li2O4S1,1100,237.051
Li2O4S1,1000,223.384
Li2O4S1,900,209.702
Li2O4S1,848,202.732
Li2O4S1,800,196.062
Li2O4S1,700,182.36
Li2O4S1,600,168.469
Li2O4S1,500,154.473
Li2O4S1,400,139.244
Li2O4S1,300,118.026
Li2O5Si2,298,138.072
Li2O5Si2,2400,263.48
Li2O5Si2,2300,263.341
Li2O5Si2,2200,263.174
Li2O5Si2,2100,262.978
Li2O5Si2,2000,262.755
Li2O5Si2,1900,262.075
Li2O5Si2,1800,261.082
Li2O5Si2,1700,259.617
Li2O5Si2,1600,257.734
Li2O5Si2,1500,254.868
Li2O5Si2,1400,251.207
Li2O5Si2,1307,248.417
Li2O5Si2,1300,248.195
Li2O5Si2,1209,245.559
Li2O5Si2,1209,245.559
Li2O5Si2,1200,245.182
Li2O5Si2,1100,240.617
Li2O5Si2,1000,235.35
Li2O5Si2,900,229.492
Li2O5Si2,800,222.589
Li2O5Si2,700,214.89
Li2O5Si2,600,205.685
Li2O5Si2,500,192.673
Li2O5Si2,400,174.891
Li2O5Si2,300,138.909
Mg1,298,24.869
Mg1,1800,53.199
Mg1,1700,50
Mg1,1600,47.013
Mg1,1500,44.238
Mg1,1400,41.673
Mg1,1300,39.316
Mg1,1200,37.164
Mg1,1000,33.46
Mg1,923,32.238
Mg1,900,31.895
Mg1,800,30.507
Mg1,700,29.279
Mg1,600,28.184
Mg1,500,27.171
Mg1,450,26.668
Mg1,400,26.144
Mg1,350,25.568
Mg1,300,24.897
Mg2Si1,298,67.864
Mg2Si1,2400,106.985
Mg2Si1,2300,105.855
Mg2Si1,2200,104.684
Mg2Si1,2100,103.47
Mg2Si1,1900,100.918
Mg2Si1,1800,99.579
Mg2Si1,1700,98.198
Mg2Si1,1600,96.776
Mg2Si1,1500,95.312
Mg2Si1,1400,93.805
Mg2Si1,1375,93.45
Mg2Si1,1300,92.257
Mg2Si1,1200,90.667
Mg2Si1,1100,89.077
Mg2Si1,1000,87.404
Mg2Si1,900,85.688
Mg2Si1,800,83.889
Mg2Si1,700,82.006
Mg2Si1,600,79.831
Mg2Si1,500,77.278
Mg2Si1,400,73.764
Mg2Si1,300,67.994
Mo2S3,298,109.294
Mo2S3,2300,185.939
Mo2S3,2200,182.625
Mo2S3,2100,179.309
Mo2S3,2080,178.645
Mo2S3,2000,175.989
Mo2S3,1900,172.666
Mo2S3,1800,169.339
Mo2S3,1700,166.006
Mo2S3,1600,162.666
Mo2S3,1500,159.317
Mo2S3,1400,155.957
Mo2S3,1300,152.582
Mo2S3,1200,149.186
Mo2S3,1100,145.762
Mo2S3,1000,142.297
Mo2S3,900,138.775
Mo2S3,800,135.162
Mo2S3,700,131.405
Mo2S3,600,127.399
Mo2S3,500,122.926
Mo2S3,400,117.464
Mo2S3,300,109.489
N1Zr1,298,40.443
N1Zr1,3900,73.81
N1Zr1,3800,73.103
N1Zr1,3700,72.396
N1Zr1,3600,71.693
N1Zr1,3500,70.986
N1Zr1,3400,70.279
N1Zr1,3300,69.572
N1Zr1,3225,69.041
N1Zr1,3200,68.864
N1Zr1,3100,68.157
N1Zr1,3000,67.45
N1Zr1,2900,66.743
N1Zr1,2800,66.032
N1Zr1,2700,65.321
N1Zr1,2600,64.614
N1Zr1,2500,63.898
N1Zr1,2400,63.187
N1Zr1,2300,62.471
N1Zr1,2200,61.756
N1Zr1,2100,60.973
N1Zr1,2000,60.321
N1Zr1,1900,59.597
N1Zr1,1800,58.873
N1Zr1,1700,58.141
N1Zr1,1600,57.409
N1Zr1,1500,56.668
N1Zr1,1400,55.915
N1Zr1,1300,55.153
N1Zr1,1200,54.379
N1Zr1,1100,53.58
N1Zr1,1000,52.752
N1Zr1,900,51.882
N1Zr1,800,50.94
N1Zr1,700,49.894
N1Zr1,600,48.66
N1Zr1,500,47.078
N1Zr1,400,44.756
N1Zr1,300,40.556
N2O4,298,122.103
N2O4,400,153.636
N2O4,300,122.675
N4Si3,298,99.533
N4Si3,2900,188.056
N4Si3,2800,187.818
N4Si3,2700,187.567
N4Si3,2600,187.303
N4Si3,2500,187.025
N4Si3,2400,186.734
N4Si3,2300,186.429
N4Si3,2200,186.111
N4Si3,2100,185.78
N4Si3,2000,185.435
N4Si3,1900,184.539
N4Si3,1800,183.452
N4Si3,1700,182.171
N4Si3,1600,180.548
N4Si3,1500,178.657
N4Si3,1400,175.92
N4Si3,1300,172.531
N4Si3,1200,168.49
N4Si3,1100,163.678
N4Si3,1000,158.155
N4Si3,900,152.298
N4Si3,800,145.812
N4Si3,700,138.072
N4Si3,600,129.704
N4Si3,500,120.708
N4Si3,400,110.667
N4Si3,300,99.788
N5P3,298,148.95
N5P3,1400,271.904
N5P3,1300,271.207
N5P3,1200,269.868
N5P3,1100,267.888
N5P3,1000,265.266
N5P3,900,261.5
N5P3,800,255.224
N5P3,700,246.856
N5P3,600,234.304
N5P3,500,217.568
N5P3,400,192.464
N5P3,300,149.787
Na2O2,298,89.266
Na2O2,2400,113.596
Na2O2,2300,113.596
Na2O2,2200,113.596
Na2O2,2100,113.596
Na2O2,2000,113.596
Na2O2,1900,113.596
Na2O2,1800,113.596
Na2O2,1700,113.596
Na2O2,1600,113.596
Na2O2,1500,113.596
Na2O2,1400,113.596
Na2O2,1300,113.596
Na2O2,1200,113.596
Na2O2,1100,113.596
Na2O2,1000,113.596
Na2O2,900,113.596
Na2O2,800,113.596
Na2O2,785,115.253
Na2O2,785,113.596
Na2O2,700,112.332
Na2O2,600,108.445
Na2O2,500,103.767
Na2O2,400,97.721
Na2O2,300,89.408
Na2S1,298,82.801
Na2S1,1900,133.888
Na2S1,1800,133.888
Na2S1,1700,133.888
Na2S1,1600,133.888
Na2S1,1500,133.888
Na2S1,1445,133.888
Na2S1,1400,137.152
Na2S1,1300,187.652
Na2S1,1276,211.921
Na2S1,1276,211.939
Na2S1,1200,159.494
Na2S1,1100,110.458
Na2S1,1000,92.843
Na2S1,900,91.337
Na2S1,800,90.165
Na2S1,0,88.701
Na2S1,600,87.236
Na2S1,500,85.772
Na2S1,400,84.308
Na2S1,0,82.843
Nb2O5,298,131.988
Nb2O5,2200,184.004
Nb2O5,2100,183.862
,2000,183.678
Nb2O5,1900,183.435
Nb2O5,1800,183.129
Nb2O5,1785,183.075
Nb2O5,1700,182.745
Nb2O5,1600,182.263
Nb2O5,1500,181.665
Nb2O5,1400,180.92
Nb2O5,1300,179.991
Nb2O5,1200,178.828
Nb2O5,1100,177.36
Nb2O5,1000,175.502
Nb2O5,900,
Nb2O5,800,170.038
Nb2O5,700,166.013
Nb2O5,600,
Nb2O5,500,153.841
Nb2O5,400,144.992
Nb2O5,300,132.32
Ni1,298,25.987
Ni1,2400,48.702
Ni1,2300,47.447
Ni1,2200,46.191
Ni1,2100,44.978
Ni1,2000,43.806
Ni1,1900,42.677
Ni1,1800,39.33
Ni1,1728,38.535
Ni1,1700,38.284
Ni1,1600,37.279
Ni1,1500,36.317
Ni1,1400,35.397
Ni1,1300,34.518
Ni1,1200,33.681
Ni1,1100,32.928
Ni1,1000,32.217
Ni1,900,31.589
Ni1,800,31.003
Ni1,,30.794
Ni1,631,39.832
Ni1,631,39.832
Ni1,600,34.853
Ni1,500,31.045
Ni1,450,29.623
Ni1,400,28.493
Ni1,350,27.294
Ni1,300,26.024
Ni1S2,298,70.626
Ni1S2,1700,99.717
Ni1S2,1600,97.642
Ni1S2,1500,95.567
Ni1S2,1400,93.491
Ni1S2,1300,91.416
Ni1S2,1280,91.001
Ni1S2,1200,89.341
Ni1S2,1100,87.266
Ni1S2,1000,85.19
Ni1S2,900,83.115
Ni1S2,800,81.04
Ni1S2,700,78.965
Ni1S2,600,76.889
Ni1S2,500,74.814
Ni1S2,400,72.739
Ni1S2,300,70.664
Ni3S2,298,117.738
Ni3S2,1500,188.615
Ni3S2,1400,188.615
Ni3S2,1300,188.615
Ni3S2,1200,188.615
Ni3S2,1100,188.615
Ni3S2,1062,188.615
Ni3S2,1000,188.615
Ni3S2,900,188.615
Ni3S2,829,152.19
Ni3S2,829,188.615
Ni3S2,800,150.708
Ni3S2,700,145.436
Ni3S2,600,139.913
Ni3S2,500,133.972
Ni3S2,400,127.11
Ni3S2,300,117.947
Ni3S4,298,164.808
Ni3S4,1000,265.638
Ni3S4,900,251.27
Ni3S4,800,236.906
Ni3S4,700,222.539
Ni3S4,600,208.171
Ni3S4,500,193.807
Ni3S4,400,179.439
Ni3S4,300,165.076
O10P4,298,211.71
O10P4,1400,494.967
O10P4,1300,486.181
O10P4,1200,475.302
O10P4,1100,461.077
O10P4,1000,442.667
O10P4,900,421.747
O10P4,800,396.643
O10P4,700,368.192
O10P4,600,335.975
O10P4,500,299.993
O10P4,400,260.245
O10P4,300,212.673
O1Pb1,298,45.773
O1Pb1,1300,64.183
O1Pb1,1200,62.927
O1Pb1,1100,61.672
O1Pb1,1000,60.417
O1Pb1,900,59.162
O1Pb1,800,57.907
O1Pb1,762,57.43
O1Pb1,700,56.651
O1Pb1,600,55.396
O1Pb1,500,53.43
O1Pb1,400,50.375
O1Pb1,300,45.866
O1Sr1,298,45.409
O1Sr1,3500,73.086
